ID	Macrosegmento	Segmento Empresarial	Especialidade Principal	Serviços Principais	Palavras-chave / Termos de Busca	ICP B2B (Cliente Ideal)	Setores-alvo	Necessidade / Dor que Resolve	Sinais de Oportunidade para Busca	Objetivo de Captação	Modelo de Contratação	Potencial de Recorrência
B2B-0111	Recursos Humanos e Pessoas	Treinamento de Liderança	Liderança	"Liderança; feedback; gestão de pessoas; comunicação; performance"	"treinamento de lideranca; recursos humanos e pessoas; lideranca; feedback; gestao de pessoas; comunicacao; performance"	Empresas com equipes em crescimento, alto volume de contratação, turnover, necessidade de capacitação ou estruturação de RH	"Serviços; indústria; varejo; tecnologia; logística; saúde; construção; contact centers"	Dificuldade de contratar, reter, desenvolver ou administrar pessoas e benefícios. Demanda típica: liderança.	"muitas vagas abertas; expansão; alta rotatividade; nova liderança; crescimento de headcount; avaliação negativa de cultura; novas unidades"	Prospectar empresas do ICP com sinais de muitas vagas abertas ou expansão e potencial demanda por liderança e feedback.	Projeto + recorrência	Alta
B2B-0112	Recursos Humanos e Pessoas	Treinamento de Vendas	Técnicas de vendas	"Técnicas de vendas; negociação; prospecção; CRM; role play"	"treinamento de vendas; recursos humanos e pessoas; tecnicas de vendas; negociacao; prospeccao; crm; role play"	Empresas com equipes em crescimento, alto volume de contratação, turnover, necessidade de capacitação ou estruturação de RH	"Serviços; indústria; varejo; tecnologia; logística; saúde; construção; contact centers"	Dificuldade de contratar, reter, desenvolver ou administrar pessoas e benefícios. Demanda típica: técnicas de vendas.	"muitas vagas abertas; expansão; alta rotatividade; nova liderança; crescimento de headcount; avaliação negativa de cultura; novas unidades"	Prospectar empresas do ICP com sinais de muitas vagas abertas ou expansão e potencial demanda por técnicas de vendas e negociação.	Projeto + recorrência	Alta
B2B-0113	Recursos Humanos e Pessoas	Treinamento de Atendimento	Atendimento	"Atendimento; experiência; comunicação; conflitos; qualidade"	"treinamento de atendimento; recursos humanos e pessoas; atendimento; experiencia; comunicacao; conflitos; qualidade"	Empresas com equipes em crescimento, alto volume de contratação, turnover, necessidade de capacitação ou estruturação de RH	"Serviços; indústria; varejo; tecnologia; logística; saúde; construção; contact centers"	Dificuldade de contratar, reter, desenvolver ou administrar pessoas e benefícios. Demanda típica: atendimento.	"muitas vagas abertas; expansão; alta rotatividade; nova liderança; crescimento de headcount; avaliação negativa de cultura; novas unidades"	Prospectar empresas do ICP com sinais de muitas vagas abertas ou expansão e potencial demanda por atendimento e experiência.	Projeto + recorrência	Alta
B2B-0114	Recursos Humanos e Pessoas	Coaching Executivo Corporativo	Coaching de liderança	"Coaching de liderança; desenvolvimento; carreira; performance"	"coaching executivo corporativo; recursos humanos e pessoas; coaching de lideranca; desenvolvimento; carreira; performance"	Empresas com equipes em crescimento, alto volume de contratação, turnover, necessidade de capacitação ou estruturação de RH	"Serviços; indústria; varejo; tecnologia; logística; saúde; construção; contact centers"	Dificuldade de contratar, reter, desenvolver ou administrar pessoas e benefícios. Demanda típica: coaching de liderança.	"muitas vagas abertas; expansão; alta rotatividade; nova liderança; crescimento de headcount; avaliação negativa de cultura; novas unidades"	Prospectar empresas do ICP com sinais de muitas vagas abertas ou expansão e potencial demanda por coaching de liderança e desenvolvimento.	Projeto + recorrência	Alta
B2B-0115	Recursos Humanos e Pessoas	Outplacement	Transição de carreira	"Transição de carreira; recolocação; aconselhamento; workshops"	"outplacement; recursos humanos e pessoas; transicao de carreira; recolocacao; aconselhamento; workshops"	Empresas com equipes em crescimento, alto volume de contratação, turnover, necessidade de capacitação ou estruturação de RH	"Serviços; indústria; varejo; tecnologia; logística; saúde; construção; contact centers"	Dificuldade de contratar, reter, desenvolver ou administrar pessoas e benefícios. Demanda típica: transição de carreira.	"muitas vagas abertas; expansão; alta rotatividade; nova liderança; crescimento de headcount; avaliação negativa de cultura; novas unidades"	Prospectar empresas do ICP com sinais de muitas vagas abertas ou expansão e potencial demanda por transição de carreira e recolocação.	Projeto + recorrência	Alta
B2B-0116	Recursos Humanos e Pessoas	Pesquisa de Clima Organizacional	Pesquisa	"Pesquisa; eNPS; diagnóstico; relatórios; planos de ação"	"pesquisa de clima organizacional; recursos humanos e pessoas; pesquisa; enps; diagnostico; relatorios; planos de acao"	Empresas com equipes em crescimento, alto volume de contratação, turnover, necessidade de capacitação ou estruturação de RH	"Serviços; indústria; varejo; tecnologia; logística; saúde; construção; contact centers"	Dificuldade de contratar, reter, desenvolver ou administrar pessoas e benefícios. Demanda típica: pesquisa.	"muitas vagas abertas; expansão; alta rotatividade; nova liderança; crescimento de headcount; avaliação negativa de cultura; novas unidades"	Prospectar empresas do ICP com sinais de muitas vagas abertas ou expansão e potencial demanda por pesquisa e enps.	Projeto + recorrência	Alta
B2B-0117	Recursos Humanos e Pessoas	Gestão de Benefícios	Benefícios	"Benefícios; vale-alimentação; mobilidade; seguros; administração"	"gestao de beneficios; recursos humanos e pessoas; beneficios; vale-alimentacao; mobilidade; seguros; administracao"	Empresas com equipes em crescimento, alto volume de contratação, turnover, necessidade de capacitação ou estruturação de RH	"Serviços; indústria; varejo; tecnologia; logística; saúde; construção; contact centers"	Dificuldade de contratar, reter, desenvolver ou administrar pessoas e benefícios. Demanda típica: benefícios.	"muitas vagas abertas; expansão; alta rotatividade; nova liderança; crescimento de headcount; avaliação negativa de cultura; novas unidades"	Prospectar empresas do ICP com sinais de muitas vagas abertas ou expansão e potencial demanda por benefícios e vale-alimentação.	Projeto + recorrência	Alta
B2B-0118	Recursos Humanos e Pessoas	Consultoria de Diversidade e Inclusão	Diagnóstico	"Diagnóstico; políticas; treinamento; indicadores; programas"	"consultoria de diversidade e inclusao; recursos humanos e pessoas; diagnostico; politicas; treinamento; indicadores; programas"	Empresas com equipes em crescimento, alto volume de contratação, turnover, necessidade de capacitação ou estruturação de RH	"Serviços; indústria; varejo; tecnologia; logística; saúde; construção; contact centers"	Dificuldade de contratar, reter, desenvolver ou administrar pessoas e benefícios. Demanda típica: diagnóstico.	"muitas vagas abertas; expansão; alta rotatividade; nova liderança; crescimento de headcount; avaliação negativa de cultura; novas unidades"	Prospectar empresas do ICP com sinais de muitas vagas abertas ou expansão e potencial demanda por diagnóstico e políticas.	Projeto + recorrência	Alta
B2B-0119	Recursos Humanos e Pessoas	Universidade Corporativa	Trilhas	"Trilhas; LMS; conteúdo; competências; gestão de aprendizagem"	"universidade corporativa; recursos humanos e pessoas; trilhas; lms; conteudo; competencias; gestao de aprendizagem"	Empresas com equipes em crescimento, alto volume de contratação, turnover, necessidade de capacitação ou estruturação de RH	"Serviços; indústria; varejo; tecnologia; logística; saúde; construção; contact centers"	Dificuldade de contratar, reter, desenvolver ou administrar pessoas e benefícios. Demanda típica: trilhas.	"muitas vagas abertas; expansão; alta rotatividade; nova liderança; crescimento de headcount; avaliação negativa de cultura; novas unidades"	Prospectar empresas do ICP com sinais de muitas vagas abertas ou expansão e potencial demanda por trilhas e lms.	Projeto + recorrência	Alta
B2B-0120	Recursos Humanos e Pessoas	Empresa de Folha e RH Tech	Folha	"Folha; ponto; admissões; benefícios; portal do colaborador; automação"	"empresa de folha e rh tech; recursos humanos e pessoas; folha; ponto; admissoes; beneficios; portal do colaborador; automacao"	Empresas com equipes em crescimento, alto volume de contratação, turnover, necessidade de capacitação ou estruturação de RH	"Serviços; indústria; varejo; tecnologia; logística; saúde; construção; contact centers"	Dificuldade de contratar, reter, desenvolver ou administrar pessoas e benefícios. Demanda típica: folha.	"muitas vagas abertas; expansão; alta rotatividade; nova liderança; crescimento de headcount; avaliação negativa de cultura; novas unidades"	Prospectar empresas do ICP com sinais de muitas vagas abertas ou expansão e potencial demanda por folha e ponto.	Projeto + recorrência	Alta
B2B-0121	Financeiro e Seguros	Banco Digital B2B	Conta PJ	"Conta PJ; pagamentos; cartões; crédito; APIs bancárias"	"banco digital b2b; financeiro e seguros; conta pj; pagamentos; cartoes; credito; apis bancarias"	Empresas com fluxo financeiro relevante, recebíveis, ativos, funcionários, frota, importação/exportação ou necessidade de crédito	"Comércio; indústria; serviços; logística; construção; agronegócio; tecnologia; saúde"	Capital de giro, risco financeiro, proteção patrimonial, meios de pagamento, cobrança ou gestão de despesas. Demanda típica: conta pj.	"vendas a prazo; crescimento; expansão; frota; contratos relevantes; importação/exportação; alta inadimplência; necessidade de capital"	Prospectar empresas do ICP com sinais de vendas a prazo ou crescimento e potencial demanda por conta pj e pagamentos.	Recorrente/transacional	Alta
B2B-0122	Financeiro e Seguros	Fintech de Pagamentos	Gateway	"Gateway; cobrança; PIX; boleto; split; conciliação"	"fintech de pagamentos; financeiro e seguros; gateway; cobranca; pix; boleto; split; conciliacao"	Empresas com fluxo financeiro relevante, recebíveis, ativos, funcionários, frota, importação/exportação ou necessidade de crédito	"Comércio; indústria; serviços; logística; construção; agronegócio; tecnologia; saúde"	Capital de giro, risco financeiro, proteção patrimonial, meios de pagamento, cobrança ou gestão de despesas. Demanda típica: gateway.	"vendas a prazo; crescimento; expansão; frota; contratos relevantes; importação/exportação; alta inadimplência; necessidade de capital"	Prospectar empresas do ICP com sinais de vendas a prazo ou crescimento e potencial demanda por gateway e cobrança.	Recorrente/transacional	Alta
B2B-0123	Financeiro e Seguros	Fintech de Crédito Empresarial	Capital de giro	"Capital de giro; crédito PJ; análise; antecipação; linhas de crédito"	"fintech de credito empresarial; financeiro e seguros; capital de giro; credito pj; analise; antecipacao; linhas de credito"	Empresas com fluxo financeiro relevante, recebíveis, ativos, funcionários, frota, importação/exportação ou necessidade de crédito	"Comércio; indústria; serviços; logística; construção; agronegócio; tecnologia; saúde"	Capital de giro, risco financeiro, proteção patrimonial, meios de pagamento, cobrança ou gestão de despesas. Demanda típica: capital de giro.	"vendas a prazo; crescimento; expansão; frota; contratos relevantes; importação/exportação; alta inadimplência; necessidade de capital"	Prospectar empresas do ICP com sinais de vendas a prazo ou crescimento e potencial demanda por capital de giro e crédito pj.	Recorrente/transacional	Alta
